0.84|0.98|0.94|0.87|0.76|0.68|0.00|0.00|3.63|0.80|1.19|0.93|6.95|37.00|2.35|2.46|2.57|9.09|31.67
0.84|0.98|0.94|0.87|0.76|0.68|0.54|0.50|5.24|2.00|1.79|0.93|6.95|38.03|3.13|2.46|2.57|9.09|31.67
glucose_concentration:4.8
