111.44|133.57|109.50|80.08|83.16|60.52|498.80|612.31|343.16|373.75|14232.37|6550.72|335.80|722.60|541.62|835.36|10619.23|28974.67|33.33
111.44|132.59|108.55|79.21|81.65|60.52|497.18|609.29|341.55|371.75|14108.23|6528.51|333.48|719.51|538.49|827.98|10479.39|28758.76|34.00
glucose_concentration:7.1
