2024-01-31 11:12:21.685329
243.992,287.820,368.966,202.847,3016.925,1316.067,7198.795,2766.013,845.305,603.137,2942.638,7007.875,32.333
242.910,286.313,366.143,201.649,3009.167,1317.918,7078.372,2735.177,837.478,596.572,2904.890,6947.648,31.000
232.090,273.756,353.239,196.458,2955.453,1293.855,6891.946,2683.783,824.955,587.545,2855.989,6862.421,32.333
225.598,266.221,344.368,193.263,2910.691,1278.121,6830.577,2662.198,820.259,585.083,2835.399,6839.694,31.000
261.845,309.922,387.918,210.034,3073.623,1354.938,7161.742,2721.815,842.957,600.675,2922.048,7016.965,32.667
241.287,284.806,364.530,200.451,2973.357,1308.663,6729.837,2633.417,810.867,577.698,2810.520,6773.786,31.667
254.271,300.378,372.191,205.242,3016.925,1335.503,6793.523,2649.864,815.563,580.160,2816.525,6772.650,32.333
238.041,279.281,367.756,193.663,3056.912,1295.706,5703.919,2523.435,734.163,523.539,2668.964,6203.338,32.333
246.697,289.829,364.530,199.253,3059.299,1329.024,6289.827,2577.912,777.211,554.721,2741.886,6519.244,32.333
260.222,305.903,377.434,205.242,3126.740,1360.491,6372.040,2620.055,784.255,558.824,2783.066,6551.062,32.000
272.665,321.977,409.693,214.826,3197.165,1391.958,6969.527,2721.815,828.086,589.186,2928.911,6898.785,32.333
257.517,303.894,379.853,207.239,3076.010,1357.715,6717.100,2624.167,810.084,576.878,2816.525,6774.922,32.333
232.631,274.760,355.255,196.058,2986.487,1307.738,6444.989,2571.745,790.517,563.748,2755.613,6636.288,32.333
221.811,262.203,337.110,190.468,2904.723,1278.121,6251.616,2520.351,775.646,553.080,2702.423,6535.152,32.667
216.401,255.673,331.061,188.072,2899.352,1268.866,6256.248,2531.658,777.211,553.901,2714.433,6546.516,32.000
206.122,244.120,319.367,183.281,2833.701,1245.729,6116.139,2495.682,767.036,546.516,2673.254,6466.972,32.667
201.253,238.594,313.318,180.885,2793.118,1232.772,6044.348,2477.180,761.557,542.413,2636.364,6407.881,32.000
203.417,240.604,313.722,180.885,2786.552,1228.144,6095.296,2483.348,763.905,543.233,2634.647,6388.563,32.667
202.876,240.101,315.335,180.086,2810.425,1227.219,6048.979,2484.375,759.992,539.951,2638.937,6357.882,32.000
260.222,307.912,379.450,206.440,3074.220,1357.715,6765.733,2639.585,812.432,577.698,2816.525,6765.832,32.667
245.074,289.829,361.707,199.652,3014.538,1329.950,6398.672,2540.909,786.603,559.645,2730.734,6610.152,32.000
247.779,292.843,363.723,200.850,3025.281,1336.428,6372.040,2542.964,785.038,559.645,2735.881,6613.561,32.667
261.304,309.419,381.466,206.840,3097.496,1366.044,6611.729,2602.581,802.257,571.133,2789.072,6707.878,32.000
258.599,305.401,380.256,206.041,3094.512,1363.268,6631.414,2610.804,804.605,572.775,2795.935,6721.514,32.667
268.337,317.456,388.321,209.635,3115.997,1378.076,6917.420,2678.644,824.172,585.083,2825.962,6779.468,32.000
252.107,298.369,371.385,202.847,3076.607,1352.162,6608.255,2604.637,799.909,570.313,2799.367,6711.287,32.667
248.320,293.346,372.595,200.451,3087.350,1341.981,6399.830,2553.243,785.821,559.645,2763.334,6618.106,32.000
245.615,290.834,354.449,199.652,3010.957,1345.683,6451.936,2527.546,790.517,563.748,2726.444,6670.378,33.000
153.644,181.332,250.009,154.131,2422.492,1088.393,5060.115,2227.406,684.854,489.074,2384.995,5909.023,32.667
225.057,265.217,336.303,189.270,2910.691,1277.196,6125.402,2495.682,767.036,547.336,2685.264,6489.698,32.667
223.434,263.207,331.061,186.874,2873.688,1265.164,5806.974,2392.895,741.207,529.283,2552.288,6252.201,33.000
227.762,268.230,333.884,190.468,2919.047,1297.557,6419.515,2450.456,786.603,559.645,2626.068,6552.198,32.333
228.303,268.733,336.706,189.669,2960.824,1304.036,6184.457,2460.734,767.819,548.977,2655.238,6516.971,32.667
233.713,275.263,346.384,191.666,3012.151,1313.291,5923.924,2415.508,749.817,536.668,2636.364,6441.972,32.333
258.599,305.401,366.143,206.041,3097.496,1374.374,6713.626,2601.553,809.301,578.519,2851.699,6896.512,33.000
249.402,294.350,366.949,201.649,3061.687,1349.385,6491.306,2562.494,794.430,566.210,2778.777,6719.241,32.333
243.992,287.820,357.675,198.454,3022.893,1333.652,6368.566,2538.853,785.038,559.645,2740.171,6629.470,32.667
245.074,289.327,358.481,198.454,3031.846,1336.428,6319.933,2526.518,781.125,557.183,2731.592,6610.152,32.000
245.615,289.829,358.481,197.656,3034.830,1337.354,6275.932,2516.240,777.994,553.901,2720.439,6590.833,32.667
253.730,298.871,363.723,200.850,3077.801,1359.566,6389.409,2538.853,787.386,560.466,2745.318,6661.288,32.000
249.943,294.853,360.094,199.253,3076.010,1354.013,6344.250,2537.825,785.038,558.824,2748.750,6648.788,32.667
241.287,285.811,353.239,196.058,3040.798,1337.354,6318.775,2536.797,782.690,558.004,2746.176,6635.151,32.000
231.549,273.253,337.110,190.468,2953.662,1304.961,6112.666,2488.487,768.602,547.336,2668.964,6497.653,33.000
232.090,273.756,339.932,190.069,2982.906,1308.663,6132.350,2498.766,769.384,548.157,2693.844,6513.562,32.333
246.156,291.336,352.029,199.652,3028.862,1354.938,6534.148,2589.219,798.344,569.492,2820.814,6821.513,33.000
226.680,268.230,343.965,189.669,3006.182,1301.259,6243.510,2513.156,777.211,553.901,2747.892,6611.288,32.667
238.041,281.290,345.578,194.062,3018.716,1335.503,6029.295,2442.233,762.340,544.874,2689.554,6569.243,33.333
235.877,279.281,344.771,192.465,2982.310,1315.142,6032.769,2445.316,762.340,544.054,2676.685,6516.971,33.000
258.599,304.899,385.498,203.246,3221.038,1395.661,5756.026,2410.368,742.773,531.745,2704.138,6512.425,33.333
262.386,310.926,389.128,208.836,3182.244,1386.406,6713.626,2672.477,815.563,580.980,2901.458,6926.057,32.667
262.386,310.926,381.063,208.037,3122.562,1379.001,6427.620,2566.605,793.648,567.030,2807.088,6820.376,33.000
263.468,311.429,382.273,208.437,3122.562,1379.001,6356.987,2545.020,789.734,563.748,2789.072,6791.968,33.000
258.599,305.903,377.837,206.440,3096.302,1366.044,6307.196,2537.825,785.821,561.286,2766.766,6740.832,32.333
264.009,311.931,383.482,208.836,3122.562,1379.927,6383.619,2548.104,791.299,565.389,2793.361,6804.468,33.333
261.845,308.917,381.466,207.638,3118.385,1373.448,6353.513,2542.964,787.386,562.927,2778.777,6756.741,32.333
264.550,312.935,385.095,208.836,3133.305,1381.778,6418.356,2549.132,790.517,565.389,2793.361,6787.422,33.333
260.763,307.912,380.256,206.840,3113.610,1371.597,6409.093,2551.188,788.169,563.748,2772.771,6730.605,32.333
263.468,311.429,383.482,208.836,3124.949,1379.927,6513.306,2567.633,795.213,568.672,2793.361,6788.559,33.667
258.058,304.396,380.660,206.840,3101.077,1366.044,6466.989,2558.383,791.299,564.569,2771.914,6728.332,32.000
264.550,311.429,387.515,210.034,3132.111,1382.703,6573.518,2577.912,798.344,570.313,2800.225,6798.786,33.000
260.222,306.908,382.676,208.037,3109.432,1371.597,6513.306,2563.522,792.082,566.210,2777.061,6741.968,33.000
264.550,311.429,386.708,209.635,3130.321,1381.778,6546.886,2571.745,795.213,567.851,2792.503,6769.241,33.333
260.222,306.406,381.063,207.638,3106.448,1370.672,6469.305,2549.132,788.169,562.927,2759.903,6709.014,32.667
263.468,310.926,385.902,209.235,3129.127,1380.852,6530.675,2561.466,792.865,567.030,2785.640,6762.423,33.333
260.763,307.410,382.676,208.037,3112.416,1372.523,6485.516,2553.243,788.951,563.748,2767.624,6721.514,33.333
263.468,310.926,387.918,209.635,3135.095,1380.852,6572.360,2572.773,795.213,567.851,2795.077,6768.104,33.000
258.058,304.396,380.660,207.239,3097.496,1366.044,6515.622,2557.355,789.734,564.569,2759.045,6698.787,33.667
262.386,308.917,385.095,208.836,3115.997,1374.374,6571.202,2571.745,792.865,566.210,2776.203,6730.605,32.667
260.222,306.908,383.079,207.239,3112.416,1369.746,6507.517,2554.271,787.386,562.927,2758.187,6681.742,33.667
263.468,310.424,386.305,208.437,3132.111,1379.001,6585.097,2574.829,792.865,567.030,2783.066,6724.923,32.667
264.550,311.931,385.902,209.235,3132.111,1382.703,6551.518,2562.494,789.734,564.569,2764.192,6710.150,33.667
265.632,313.438,389.531,209.635,3138.676,1384.554,6515.622,2553.243,788.169,563.748,2763.334,6698.787,32.333
266.714,314.442,395.579,210.433,3161.952,1384.554,6567.729,2577.912,792.082,566.210,2794.219,6713.560,33.667
262.386,308.917,384.289,207.638,3112.416,1374.374,6477.411,2547.076,785.821,560.466,2748.750,6670.378,32.667
262.386,308.917,383.482,207.239,3113.610,1372.523,6446.146,2537.825,782.690,558.824,2738.455,6643.106,33.667
264.550,311.429,386.708,208.437,3124.353,1378.076,6521.412,2555.299,786.603,562.107,2755.613,6677.196,33.333
265.632,312.935,388.724,209.235,3126.143,1379.927,6543.412,2561.466,787.386,562.107,2755.613,6665.833,33.667
267.796,315.949,395.579,210.433,3154.194,1384.554,6505.201,2567.633,782.690,559.645,2753.040,6611.288,32.667
259.140,305.903,387.918,207.638,3092.125,1361.417,6544.570,2566.605,785.821,562.107,2751.323,6638.561,33.667
