444.92|79.55|14.16|8.70|6.80|4.76|11.36|7.53|17.74|7.99|3.58|3.70|6.95|31.86|2.35|2.46|1.72|7.95|31.67
418.10|74.64|12.27|7.83|6.05|4.08|10.82|7.03|16.13|7.59|2.98|3.70|6.95|32.89|2.35|1.64|2.57|7.95|31.67
glucose_concentration:4.5
