145.529,175.806,264.526,156.128,2449.349,1114.307,4618.947,1973.521,619.108,450.506,2341.242,5818.115,32.667
142.283,172.290,258.074,154.131,2423.686,1106.903,4583.052,1958.103,616.760,448.044,2312.931,5778.343,32.667
152.021,183.843,275.010,158.923,2486.352,1133.743,4709.265,2007.441,627.717,455.430,2346.389,5824.933,32.333
148.775,179.825,264.526,156.927,2457.108,1125.413,4596.947,1952.964,618.325,448.865,2312.073,5787.434,33.333
149.316,180.829,266.542,157.326,2469.044,1129.115,4591.157,1963.243,616.760,448.044,2318.936,5787.434,32.333
148.775,179.825,265.333,156.527,2463.076,1127.264,4605.052,1962.215,617.542,448.865,2317.220,5788.570,33.333
150.398,182.336,265.736,157.326,2477.400,1135.594,4564.525,1951.936,614.412,447.224,2314.646,5793.116,32.333
146.611,177.816,260.494,154.531,2448.156,1120.786,4499.681,1936.518,608.933,443.121,2292.341,5734.025,33.667
143.365,173.797,252.832,152.534,2408.766,1112.456,4363.046,1904.654,597.975,435.735,2263.172,5690.844,32.333
163.382,197.406,285.091,163.715,2515.596,1153.178,5006.851,2067.058,651.198,469.380,2362.689,5847.660,33.333
135.791,164.253,250.413,149.340,2365.198,1081.915,4816.952,2017.720,636.327,458.712,2323.226,5756.752,32.333
206.663,248.138,342.755,182.881,2741.791,1246.654,4816.952,1974.549,635.544,456.250,2239.150,5652.208,33.333
167.710,202.429,290.737,166.510,2563.342,1177.241,5435.282,2190.403,684.071,490.715,2447.623,5977.204,32.667
165.005,199.415,285.495,165.312,2558.567,1171.688,5166.644,2092.755,664.504,479.227,2396.148,5923.796,33.333
183.941,222.018,315.738,174.496,2682.706,1217.038,5048.536,2079.393,655.111,473.483,2402.154,5931.750,32.667
176.367,212.977,300.415,170.104,2624.218,1194.826,4893.375,2011.553,643.371,464.456,2354.110,5868.115,33.333
166.628,200.922,286.301,164.913,2564.536,1173.539,4734.739,1994.079,630.848,456.250,2335.236,5828.342,32.667
169.875,204.940,290.737,166.510,2561.552,1172.614,4858.637,2020.804,640.240,461.994,2343.815,5830.615,33.333
170.416,205.442,290.737,166.510,2560.358,1171.688,4871.374,2020.804,641.023,461.994,2337.810,5818.115,33.000
167.169,201.424,286.704,165.312,2556.180,1171.688,4769.477,1999.218,632.413,457.071,2322.368,5794.252,33.333
165.546,200.419,285.091,164.513,2566.923,1172.614,4764.845,1985.856,631.631,457.071,2318.078,5794.252,33.000
145.529,176.309,260.897,153.732,2450.543,1124.488,4565.683,1966.326,615.194,445.582,2280.330,5688.571,33.667
158.513,191.880,277.027,160.520,2516.193,1153.178,4723.160,1983.800,627.717,453.788,2300.920,5739.707,33.667
160.136,193.387,276.220,161.319,2532.307,1160.582,4664.106,1967.354,623.021,451.327,2294.915,5737.435,34.000
147.693,179.323,261.703,154.131,2482.174,1131.892,4467.259,1934.462,607.367,441.480,2273.467,5684.026,33.000
139.037,168.774,243.558,148.541,2409.959,1109.680,4247.254,1864.566,589.366,429.171,2214.271,5598.800,34.000
139.037,168.774,243.154,148.541,2406.378,1108.754,4254.202,1869.706,590.931,429.991,2215.987,5598.800,33.000
138.496,168.272,242.751,148.541,2403.394,1106.903,4290.098,1870.734,593.279,430.812,2215.987,5605.618,34.000
151.480,183.341,263.316,156.128,2492.320,1142.998,4383.889,1897.458,599.540,435.735,2248.587,5661.299,33.667
139.578,168.774,244.767,148.940,2384.893,1102.276,4337.572,1882.040,595.627,432.453,2218.560,5612.436,34.000
139.037,168.272,242.348,148.541,2392.651,1105.052,4291.255,1866.622,591.714,430.812,2220.276,5611.299,33.667
150.398,182.336,259.687,154.930,2456.511,1130.966,4467.259,1912.877,606.585,440.659,2255.450,5676.071,33.667
149.857,181.332,258.881,154.531,2463.673,1133.743,4420.943,1899.514,602.671,438.197,2247.729,5662.435,34.000
150.398,181.834,259.284,154.930,2463.076,1133.743,4468.417,1907.737,605.802,439.838,2252.019,5672.663,33.667
150.398,182.336,260.494,154.531,2456.511,1130.966,4506.629,1919.044,608.933,441.480,2257.166,5676.071,33.667
149.316,180.829,258.478,153.732,2443.381,1124.488,4501.997,1918.016,608.150,441.480,2253.735,5664.708,33.333
148.775,179.825,256.461,153.333,2444.575,1126.339,4449.891,1902.598,604.237,439.018,2246.013,5657.890,33.667
150.398,182.336,259.284,154.531,2450.543,1129.115,4510.103,1923.155,609.715,442.300,2254.593,5664.708,33.333
149.857,181.332,258.881,153.732,2443.381,1126.339,4492.734,1921.100,607.367,440.659,2251.161,5659.026,33.667
149.316,180.327,257.268,153.732,2443.978,1126.339,4451.049,1907.737,604.237,439.018,2243.440,5648.799,33.000
168.793,203.433,279.446,163.315,2536.485,1163.359,4643.264,1929.323,619.890,448.044,2266.603,5684.026,33.667
162.300,195.899,275.817,160.121,2514.403,1155.955,4511.261,1921.100,608.150,441.480,2252.877,5661.299,33.000
145.529,176.309,250.816,150.937,2435.622,1123.562,4246.097,1857.371,585.452,426.709,2209.981,5582.891,34.000
146.070,176.811,251.622,151.336,2436.816,1122.637,4259.992,1857.371,587.800,427.529,2207.407,5577.209,33.000
147.693,178.820,253.235,152.135,2442.188,1127.264,4286.624,1866.622,590.148,429.171,2209.123,5584.027,34.333
147.693,178.820,252.429,152.135,2449.946,1130.041,4279.676,1861.483,590.148,429.171,2209.981,5589.709,33.000
149.857,181.332,254.445,152.934,2451.737,1131.892,4308.625,1868.678,593.279,430.812,2215.129,5597.663,34.000
149.857,181.332,255.655,153.333,2451.737,1130.966,4290.098,1863.539,591.714,429.991,2211.697,5595.391,33.000
150.398,181.834,256.461,153.333,2449.946,1130.966,4350.310,1875.873,594.844,432.453,2220.276,5610.163,34.000
154.185,186.355,254.445,154.930,2453.527,1141.147,4374.626,1865.594,597.192,434.094,2227.997,5653.344,33.000
154.726,186.857,262.913,156.128,2458.302,1137.445,4612.000,1942.685,616.760,447.224,2273.467,5710.162,34.000
