874.75|3561.15|10412.57|4093.86|9350.64|12886.25|380.87|471.16|1554.49|668.04|65.05|67.56|26449.23|12723.04|3500.19|1873.42|1688.37|1114.76|32.33
864.70|3478.66|10074.64|3992.02|9094.37|12446.29|370.59|458.10|1534.74|663.64|63.86|66.64|26122.70|12576.06|3470.45|1855.36|1660.92|1101.12|32.33
883.13|3507.14|9867.92|3888.43|9020.28|12616.29|352.73|438.51|1628.29|698.78|66.84|69.41|28558.96|13365.47|3628.55|1953.83|1801.62|1186.35|33.00
877.27|3447.23|9523.38|3851.87|8763.25|12437.45|340.83|425.95|1601.67|695.99|65.65|68.49|28355.17|13214.37|3624.64|1952.19|1781.03|1181.80|33.00
894.86|3642.67|10512.63|4099.09|9511.67|13322.82|367.88|460.11|1593.21|690.00|66.25|69.41|27722.95|13109.53|3616.81|1946.45|1778.45|1165.90|33.33
887.32|3567.05|10309.69|4060.79|9340.06|13155.54|366.80|458.10|1584.33|686.80|66.25|68.49|27541.15|13073.55|3605.07|1939.88|1769.01|1160.21|33.67
884.81|3608.29|10469.21|4083.42|9400.54|13140.58|373.83|464.13|1603.69|688.00|66.25|68.49|27887.37|13170.17|3594.89|1934.14|1777.59|1167.03|33.33
881.46|3581.78|10256.82|4047.73|9214.57|12948.14|365.72|454.08|1585.95|683.21|65.05|68.49|27794.74|13086.91|3590.20|1931.68|1756.15|1161.35|33.67
945.14|4195.60|12131.48|4626.60|10458.90|14727.73|393.85|486.73|1640.79|702.78|67.44|71.26|28135.17|13295.57|3633.25|1957.12|1793.04|1179.53|33.67
920.84|3949.09|11412.20|4415.94|10000.78|14094.64|408.46|502.30|1658.93|705.97|68.63|71.26|28370.22|13317.16|3648.12|1969.43|1806.76|1188.62|33.67
871.40|3642.67|10576.82|4090.38|9245.56|12762.49|334.88|417.92|1508.93|664.44|62.07|65.71|26908.93|13007.77|3542.45|1898.85|1720.97|1134.08|33.67
832.02|3313.66|9761.26|3808.35|8627.93|11824.75|291.06|367.18|1424.65|634.49|58.49|61.08|26043.96|12706.60|3486.10|1864.39|1661.78|1104.53|33.67
878.94|3695.70|10826.96|4119.11|9441.36|12964.46|366.26|451.57|1583.53|679.62|65.05|67.56|26980.72|12879.28|3522.10|1888.19|1707.24|1132.94|34.00
882.29|3707.49|10790.15|4146.09|9399.02|13084.14|368.42|454.08|1585.14|682.01|65.65|67.56|27293.36|12997.49|3554.20|1909.52|1732.12|1146.58|34.00
846.26|3371.60|9676.30|3805.74|8705.04|12113.08|337.04|416.91|1542.80|669.63|63.26|65.71|27776.21|13116.72|3562.02|1916.09|1757.00|1159.08|33.67
837.05|3299.91|9529.99|3756.99|8583.33|11859.43|332.17|411.39|1526.67|665.64|62.67|65.71|27543.47|13057.10|3555.76|1912.80|1752.71|1152.26|34.00
863.02|3508.12|10138.83|3923.25|9012.72|12493.21|354.90|438.51|1596.83|682.81|65.65|67.56|27998.53|13188.67|3579.24|1927.58|1773.30|1168.17|34.33
856.32|3460.98|9953.82|3905.84|8872.87|12309.60|353.82|438.01|1578.29|680.02|65.05|67.56|27778.53|13099.25|3573.76|1925.11|1761.29|1162.49|34.00
770.02|2894.30|8607.77|3445.36|7842.47|10619.09|300.80|375.22|1341.58|598.96|56.10|58.31|23887.91|12031.28|3303.73|1751.97|1530.51|1028.40|34.33
836.21|3442.32|8514.32|4079.07|7747.22|12406.84|410.62|500.29|1304.08|633.30|54.31|64.79|23878.65|11950.08|3317.82|1761.82|1522.79|1030.67|34.00
847.10|3529.73|9960.43|4025.10|8705.04|12465.33|291.06|367.18|1330.70|615.33|54.91|59.23|25565.74|12340.67|3473.58|1854.54|1606.01|1093.17|34.33
851.29|3612.22|10850.56|4088.64|9286.38|12580.93|289.98|365.18|1364.57|610.14|56.70|59.23|25136.15|12443.46|3439.92|1834.85|1634.32|1077.26|34.33
882.29|3859.72|11508.49|4442.93|9771.72|13494.19|419.82|514.86|1498.44|649.27|63.86|67.56|24516.66|12225.55|3371.83|1793.00|1572.55|1049.99|34.33
858.83|3629.90|11061.06|4227.05|9423.22|12877.41|383.03|473.17|1479.49|643.68|63.26|65.71|24536.35|12221.44|3393.74|1805.31|1569.98|1054.53|34.00
816.94|3227.23|9404.45|3711.72|8342.17|11524.87|295.93|371.71|1389.17|623.71|57.29|60.16|25625.95|12516.44|3480.62|1859.47|1650.62|1092.03|34.33
827.83|3349.02|9232.65|3864.93|8153.18|11817.27|321.90|401.34|1332.31|624.51|55.50|61.08|25383.95|12152.57|3478.27|1858.65|1582.85|1087.49|34.00
842.91|3447.23|11023.30|3980.70|9516.96|12260.64|336.50|418.92|1475.06|623.31|62.67|62.01|25710.48|13008.79|3522.10|1883.26|1744.14|1103.40|34.33
999.60|4826.12|14580.06|5378.69|11979.92|16102.04|536.13|649.48|1726.68|715.55|75.20|76.82|28380.65|13538.15|3758.48|2034.25|1860.81|1209.08|34.33
915.81|4111.14|14189.27|4669.25|11713.82|14102.80|504.75|609.80|1594.82|681.21|69.23|72.19|26372.81|13958.55|3579.24|1921.01|1923.44|1129.53|34.33
885.65|3843.02|11416.92|4407.24|9650.76|13226.26|439.83|535.46|1506.51|656.86|64.46|68.49|25600.48|12662.40|3502.54|1874.24|1669.50|1096.58|34.33
811.07|2913.94|8400.10|3551.56|7975.53|10874.77|389.52|474.68|1471.02|654.86|62.07|66.64|27069.88|12840.22|3615.24|1946.45|1710.68|1152.26|34.33
815.26|2984.65|8560.57|3613.36|8081.36|11077.42|383.03|467.14|1486.75|650.07|62.67|65.71|26705.13|12892.64|3583.15|1928.40|1724.40|1139.76|34.33
831.18|3281.25|9588.52|3799.64|8596.18|11817.27|394.39|481.21|1496.83|650.47|63.26|65.71|25665.32|12477.38|3456.36|1849.62|1646.33|1090.90|34.33
819.45|3194.82|9248.70|3750.03|8327.81|11552.07|396.55|481.71|1471.43|644.88|62.07|65.71|25213.73|12334.51|3428.18|1833.21|1627.46|1077.26|34.00
833.70|3288.13|9633.83|3837.94|8654.39|11901.59|412.78|501.80|1530.30|658.45|64.46|67.56|25691.95|12506.16|3450.88|1846.34|1648.91|1092.03|34.33
824.48|3232.14|9498.84|3797.90|8513.78|11693.51|403.05|491.25|1499.25|650.07|63.26|66.64|25194.05|12366.37|3421.92|1829.10|1625.74|1076.12|34.00
861.35|3549.37|9626.27|4080.81|8624.15|12582.29|451.20|544.50|1516.19|671.63|63.86|69.41|25556.48|12555.50|3465.75|1855.36|1656.63|1093.17|34.33
843.75|3404.01|10042.55|3965.03|8853.21|12143.68|440.38|531.94|1535.54|662.45|65.05|68.49|25327.21|12439.35|3453.23|1847.98|1631.75|1085.21|34.00
837.05|3359.82|9818.84|3862.32|8730.74|11983.20|315.94|393.30|1429.49|632.90|59.09|62.01|25107.20|12364.32|3425.83|1825.00|1607.73|1071.58|34.33
827.83|3292.05|9665.92|3816.18|8584.08|11760.15|312.70|390.79|1412.55|630.10|58.49|62.01|24795.72|12272.83|3411.75|1815.97|1590.57|1061.35|34.00
883.13|3834.18|10970.44|4324.54|9393.73|13242.58|424.69|517.88|1523.85|663.64|63.86|68.49|24542.14|12156.69|3350.70|1780.69|1555.39|1047.72|34.33
907.43|3961.86|11313.09|4561.31|9682.51|13839.63|518.82|623.86|1600.46|696.39|68.63|74.04|25283.21|12328.34|3443.05|1838.95|1591.43|1082.94|34.00
784.26|2932.60|8456.74|3449.71|7769.90|10573.53|372.75|453.08|1430.70|631.70|60.28|62.93|25087.52|12298.53|3404.70|1817.62|1607.73|1068.17|34.33
779.23|2891.35|8279.28|3383.55|7639.87|10352.52|358.68|436.50|1423.44|629.30|59.68|62.93|25161.63|12318.06|3412.53|1823.36|1607.73|1071.58|34.00
806.88|3016.08|8566.23|3505.42|7937.73|10953.66|407.37|492.26|1527.07|664.04|64.46|66.64|26305.65|12772.38|3518.97|1888.19|1687.51|1120.44|34.33
