542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.728,32.663,10.781,36.406,26.840,166.741,51.394,19.567,17.232,37.748,76.135,24.667
542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.728,32.663,10.781,37.003,26.840,166.741,51.394,19.567,17.232,37.748,76.135,24.667
542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.728,32.663,10.781,37.003,27.765,166.741,51.394,19.567,17.232,37.748,76.135,24.333
542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.226,32.663,10.781,36.406,27.765,166.741,51.394,19.567,17.232,37.748,76.135,24.333
542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.728,32.663,10.781,36.406,27.765,166.741,51.394,19.567,17.232,37.748,76.135,24.333
542.950,134.550,266.190,84.437,104.324,226.444,44.362,49.226,32.663,10.781,36.406,27.765,166.741,51.394,19.567,17.232,37.748,76.135,24.333
542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.728,32.663,10.781,36.406,26.840,166.741,51.394,19.567,17.232,37.748,76.135,24.333
542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.728,32.663,10.781,36.406,26.840,166.741,51.394,19.567,17.232,37.748,76.135,24.667
542.950,134.550,266.190,84.437,104.324,225.084,44.362,49.226,32.663,10.781,36.406,26.840,166.741,51.394,19.567,17.232,37.748,76.135,24.667
542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.728,32.663,10.781,36.406,26.840,166.741,51.394,19.567,17.232,37.748,76.135,25.000
542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.226,32.663,10.781,36.406,27.765,166.741,51.394,19.567,17.232,37.748,74.999,24.667
542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.728,32.663,10.781,36.406,27.765,166.741,51.394,19.567,17.232,37.748,76.135,24.333
542.112,134.550,266.190,84.437,104.324,225.764,44.362,49.728,32.663,10.781,36.406,27.765,166.741,51.394,19.567,17.232,37.748,74.999,24.333
542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.728,32.663,10.781,36.406,27.765,166.741,51.394,19.567,17.232,37.748,76.135,24.333
542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.728,32.663,10.781,36.406,27.765,166.741,51.394,19.567,17.232,37.748,76.135,24.333
542.950,134.550,266.190,84.437,104.324,225.084,44.362,49.226,32.663,10.781,36.406,27.765,166.741,51.394,19.567,17.232,37.748,74.999,24.333
542.950,134.550,266.190,84.437,104.324,225.764,44.362,49.728,32.663,10.781,37.003,26.840,166.741,51.394,19.567,17.232,37.748,76.135,24.667
542.950,134.550,266.190,84.437,104.324,225.084,44.362,49.226,32.663,10.781,36.406,27.765,166.741,51.394,19.567,17.232,37.748,74.999,24.667
