0.84|0.98|0.00|0.87|0.00|0.68|0.54|0.50|0.40|0.40|0.00|0.00|2.32|7.20|0.78|0.82|0.86|2.27|32.67
0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.81|0.40|0.00|0.00|1.16|6.17|0.78|0.82|0.00|1.14|32.67
glucose_concentration:5.1
