13785.316,3027.177,654.000,413.516,844.119,496.278
13777.422,3026.145,653.240,413.516,844.119,496.278
13783.061,3028.208,653.240,413.516,844.119,496.278
13754.865,3024.082,653.240,413.516,842.391,496.278
13744.715,3023.050,652.480,412.705,843.255,495.145
13741.331,3024.082,653.240,413.516,842.391,496.278
13715.392,3022.018,652.480,412.705,840.663,495.145
13713.136,3019.955,653.240,412.705,839.799,495.145
13710.881,3019.955,652.480,412.705,840.663,494.012
13706.369,3018.923,653.240,412.705,840.663,495.145
13682.685,3018.923,652.480,412.705,839.799,494.012
13662.384,3014.796,651.721,412.705,838.071,492.879
13655.617,3013.764,652.480,411.894,837.207,492.879
13640.956,3012.732,651.721,411.894,835.479,492.879
13635.316,3007.573,651.721,411.894,836.344,492.879
13533.813,2994.161,647.923,408.651,831.160,489.480
13503.362,2989.002,646.404,408.651,828.568,488.347
13583.437,2999.319,650.202,411.084,832.023,490.613
13609.377,3004.478,651.721,411.084,832.888,491.746
13591.332,3001.383,650.202,410.273,832.023,489.480
13669.151,3010.669,651.721,411.894,836.344,492.879
13705.241,3010.669,653.240,412.705,838.071,494.012
13745.843,3018.923,654.759,413.516,840.663,495.145
13788.700,3027.177,654.759,414.327,843.255,497.411
13823.662,3037.494,657.038,415.138,847.575,498.544
13862.008,3043.685,657.797,416.759,850.167,499.677
13854.113,3043.685,657.797,416.759,850.167,499.677
13836.068,3040.590,657.797,415.949,849.303,499.677
13798.851,3036.463,657.038,415.138,846.711,498.544
13775.166,3033.367,656.278,414.327,844.983,497.411
13763.888,3029.240,654.759,414.327,843.255,496.278
13805.617,3035.431,655.519,415.138,846.711,498.544
13795.467,3033.367,656.278,415.138,846.711,498.544
13825.918,3036.463,657.038,415.949,849.303,499.677
13839.451,3038.526,657.797,415.949,849.303,499.677
13810.128,3036.463,655.519,415.138,848.439,499.677
13832.685,3039.558,656.278,415.949,849.303,499.677
13836.068,3038.526,655.519,415.138,848.439,499.677
13860.880,3039.558,656.278,415.949,851.031,500.810
13872.158,3043.685,657.797,415.949,851.895,500.810
13849.602,3039.558,657.038,415.949,851.031,499.677
13876.670,3043.685,657.038,416.759,851.895,501.943
13848.475,3042.653,657.797,415.949,850.167,500.810
13824.790,3038.526,657.038,415.138,847.575,498.544
13787.572,3033.367,655.519,415.138,845.847,498.544
13803.361,3035.431,655.519,415.138,847.575,498.544
13799.978,3036.463,654.759,415.138,848.439,499.677
13786.444,3035.431,655.519,415.138,847.575,498.544
13779.678,3033.367,655.519,415.138,846.711,498.544
13770.654,3033.367,655.519,415.138,845.847,498.544
