13612.760,3000.351,647.163,409.462,833.752,491.746
13615.016,3002.415,647.163,409.462,833.752,491.746
13608.249,3001.383,646.404,408.651,832.888,490.613
13605.993,2999.319,646.404,408.651,832.023,491.746
13605.993,2999.319,646.404,409.462,833.752,491.746
13583.437,2997.256,646.404,408.651,832.023,490.613
13576.670,2998.288,645.644,408.651,831.160,490.613
13584.564,2998.288,646.404,408.651,831.160,490.613
13619.527,2999.319,647.923,409.462,832.023,491.746
13582.310,2993.129,645.644,408.651,831.160,490.613
13677.046,3008.605,649.442,411.084,837.207,494.012
13690.580,3014.796,650.202,411.894,838.935,495.145
13709.753,3018.923,650.961,412.705,840.663,496.278
13757.121,3026.145,652.480,412.705,843.255,497.411
13830.429,3040.590,654.000,415.138,847.575,499.677
13862.008,3044.717,654.759,415.138,849.303,500.810
13918.398,3052.971,656.278,416.759,853.623,503.076
13962.384,3058.129,657.038,417.570,857.079,504.209
13983.812,3062.257,658.557,417.570,857.943,505.342
13975.918,3062.257,658.557,417.570,858.807,505.342
13965.768,3062.257,657.797,417.570,857.943,505.342
13963.512,3061.225,657.797,418.381,858.807,505.342
13940.955,3060.193,657.038,417.570,858.807,504.209
13902.609,3054.002,655.519,416.759,855.351,503.076
13898.098,3049.875,656.278,415.949,852.759,501.943
13708.625,3017.891,649.442,411.084,842.391,496.278
13715.392,3017.891,650.202,411.894,841.527,496.278
13683.812,3010.669,649.442,411.894,839.799,495.145
13670.279,3012.732,647.923,411.084,839.799,495.145
13633.061,3007.573,647.923,410.273,837.207,494.012
13644.339,3010.669,649.442,411.084,837.207,494.012
13644.339,3014.796,649.442,411.084,838.071,494.012
13631.934,3010.669,648.682,411.084,837.207,494.012
13647.723,3012.732,648.682,411.084,838.935,495.145
13633.061,3012.732,648.682,411.084,838.935,495.145
13593.587,3004.478,647.163,410.273,835.479,494.012
13594.715,3005.510,647.163,410.273,835.479,494.012
13620.655,3005.510,647.923,410.273,835.479,492.879
13670.279,3008.605,647.923,410.273,838.071,494.012
13686.068,3009.637,647.923,410.273,839.799,494.012
13672.534,3006.542,647.163,410.273,839.799,494.012
13637.572,3001.383,646.404,409.462,837.207,492.879
13630.806,2999.319,646.404,409.462,837.207,492.879
13613.888,2997.256,645.644,409.462,835.479,491.746
13592.460,2993.129,644.885,408.651,833.752,491.746
13556.369,2987.970,644.125,407.840,831.160,490.613
13573.286,2990.033,644.125,407.840,832.888,490.613
13550.730,2987.970,644.125,407.840,831.160,490.613
13540.580,2985.906,643.365,407.030,831.160,489.480
13563.137,2990.033,644.125,407.840,832.023,490.613
