306.57,357.98,462.52,228.93,3229.79,1453.04,7709.44,2940.41,868.79,615.99,3036.72,7092.72,32.56
288.35,337.55,403.78,212.43,3233.17,1433.3,5629.43,2314.09,727.9,528.74,2877.72,7071.89,32.89
296.83,350.94,462.92,222.41,3062.48,1386.71,6467.38,2550.5,789.21,573.05,3071.61,7397.64,33.22
260.04,306.07,392.89,198.59,2931.78,1312.36,4067.39,1913.56,596.67,445.31,2531.7,6393.87,32.44
146.61,177.31,265.87,156.39,2453.13,1118.32,4637.09,1979.69,621.2,451.33,2333.52,5807.13,32.56
263.65,304.73,384.29,195.79,2942.12,1328.41,4993.73,2170.19,692.42,519.98,2977.81,7480.22,33.56
148.41,179.32,281.33,165.71,2586.22,1167.68,5384.72,2254.47,691.9,505.49,2568.87,6282.5,32.33
239.66,282.63,362.78,200.32,2993.85,1309.28,7056.37,2728.32,835.91,595.75,2901.17,6939.31,31.89
126.41,151.36,210.63,132.97,2206.64,992.45,3598.82,1816.94,558.84,400.45,2032.68,5217.74,33.22
206.48,244.12,316.01,173.3,2778.99,1239.87,5302.51,2275.72,692.94,493.72,2435.04,5973.04,33.44
121.72,147.34,208.48,136.03,2418.12,1087.47,4054.27,1941.31,588.32,431.09,2240.01,5727.96,33.33
