2023-12-08 10:32:28.084083
125.683,105.086,271.854,117.515,244.936,330.487,31.919,37.673,58.470,37.535,569.366,240.631,1384.874,584.861,181.584,132.116,711.209,1694.299,31.000
120.656,101.158,267.134,112.292,241.912,316.206,31.378,37.673,58.470,37.135,569.366,239.706,1351.294,576.638,178.453,130.474,703.488,1684.072,30.667
132.386,123.747,353.033,139.277,298.610,391.688,31.378,37.171,58.470,37.135,557.430,236.004,1376.768,583.833,180.801,132.116,702.630,1680.663,30.667
132.386,124.729,357.752,140.147,300.878,392.368,30.837,37.171,58.067,36.736,555.043,236.004,1375.610,583.833,180.801,132.116,701.772,1676.117,30.667
130.710,122.765,354.921,138.406,298.610,388.968,30.837,36.668,57.663,36.736,552.655,235.078,1366.347,581.778,180.019,131.295,696.625,1667.026,30.667
133.224,127.675,363.416,143.629,304.658,402.568,30.837,36.668,57.663,36.736,552.655,235.078,1384.874,584.861,181.584,132.116,699.198,1670.435,31.333
129.034,120.800,344.537,135.795,291.806,381.488,30.837,36.668,57.663,36.736,552.655,235.078,1367.505,580.750,180.019,131.295,697.482,1667.026,31.000
131.548,124.729,359.640,141.018,301.634,394.408,30.837,36.668,58.067,36.736,552.058,235.078,1377.926,584.861,180.801,132.116,698.340,1669.299,31.000
131.548,123.747,353.977,140.147,297.854,393.048,30.837,36.668,57.663,36.736,553.252,235.078,1377.926,583.833,180.801,132.116,698.340,1668.163,31.000
130.710,122.765,351.145,139.277,295.586,389.648,30.837,36.668,57.663,36.736,552.058,234.153,1369.821,581.778,180.019,131.295,696.625,1663.617,31.333
130.710,122.765,348.313,139.277,294.074,389.648,30.837,36.668,57.663,36.736,552.655,235.078,1373.294,581.778,180.801,131.295,695.767,1665.890,31.667
129.872,121.782,348.313,138.406,294.074,385.568,30.837,36.668,57.260,36.337,550.865,235.078,1368.663,580.750,180.019,131.295,694.909,1663.617,30.667
126.521,117.854,341.705,133.183,289.538,373.327,30.296,36.166,56.857,36.337,549.671,234.153,1358.241,579.722,179.236,130.474,694.051,1659.072,30.667
113.115,100.176,270.910,113.162,241.156,316.206,29.755,35.161,54.841,35.538,543.703,233.227,1321.188,566.359,176.105,128.833,683.756,1651.117,31.000
