12239.078,2796.063,612.982,382.705,745.624,444.157
12236.822,2797.095,612.223,382.705,745.624,443.024
12241.334,2797.095,612.982,383.516,745.624,444.157
12222.161,2799.158,612.223,383.516,746.488,443.024
12215.395,2796.063,612.982,382.705,744.760,443.024
12236.822,2799.158,613.742,383.516,747.352,444.157
12234.567,2798.127,612.982,383.516,746.488,444.157
12222.161,2799.158,612.982,383.516,747.352,443.024
12222.161,2796.063,612.982,382.705,744.760,443.024
12204.116,2796.063,612.223,382.705,745.624,443.024
12184.943,2796.063,612.223,381.894,744.760,441.891
12235.694,2800.190,612.982,383.516,746.488,444.157
12241.334,2796.063,612.982,383.516,744.760,443.024
12219.905,2804.317,611.463,382.705,748.216,443.024
12207.499,2795.031,610.703,381.894,745.624,441.891
12236.822,2791.936,609.944,381.894,744.760,443.024
12262.763,2795.031,611.463,382.705,747.352,444.157
12237.950,2795.031,611.463,381.894,745.624,443.024
12235.694,2792.968,610.703,381.894,744.760,443.024
12227.800,2794.000,611.463,381.894,744.760,443.024
12192.838,2792.968,609.944,381.894,744.760,441.891
12162.387,2778.523,609.184,380.273,739.576,440.758
12223.289,2794.000,611.463,382.705,744.760,443.024
12151.108,2788.841,609.184,380.273,742.168,440.758
12139.830,2784.714,609.184,381.083,740.440,440.758
12149.980,2784.714,609.184,381.083,741.304,440.758
12151.108,2784.714,609.944,381.083,741.304,440.758
12192.838,2788.841,610.703,381.894,742.168,441.891
12111.635,2766.142,606.146,378.651,736.120,439.625
12180.432,2783.682,606.905,380.273,742.168,440.758
12163.515,2780.587,607.665,380.273,741.304,440.758
12077.800,2772.333,604.627,377.840,738.712,437.359
12198.477,2797.095,610.703,381.894,747.352,441.891
12159.003,2776.460,608.425,381.083,739.576,441.891
12206.371,2788.841,610.703,381.894,745.624,443.024
12179.304,2787.809,609.944,381.894,744.760,441.891
12188.326,2785.746,609.944,381.894,743.032,441.891
12166.897,2785.746,609.944,381.894,743.032,441.891
12171.409,2784.714,609.944,381.894,743.896,441.891
12188.326,2785.746,609.944,381.083,743.032,441.891
12206.371,2787.809,609.944,381.894,744.760,443.024
12231.184,2792.968,610.703,381.894,746.488,443.024
12265.018,2795.031,611.463,383.516,748.216,444.157
12187.198,2780.587,608.425,381.083,742.168,441.891
12177.048,2782.650,608.425,381.083,743.896,441.891
12215.395,2786.777,609.944,381.894,744.760,443.024
12200.732,2789.873,610.703,381.894,746.488,443.024
12187.198,2781.618,608.425,381.894,743.896,441.891
12160.131,2780.587,609.184,381.083,742.168,441.891
12126.297,2775.428,607.665,380.273,739.576,439.625
